Time,Distance,RSSI,SNR
14:06:51:884,1039.23,-98,-3
14:06:52:584,1041.56,-99,-1
14:06:53:284,1043.82,-98,0
14:06:53:635,1044.89,-99,-5
14:06:53:985,1045.97,-99,-6
14:06:54:335,1047.04,-99,-5
14:06:54:685,1048.11,-100,-4
14:06:55:035,1049.18,-99,-3
14:06:55:386,1050.26,-98,-2
14:06:55:736,1051.33,-99,-3
14:06:56:086,1052.4,-99,-3
14:06:56:436,1053.47,-100,-5
14:06:56:786,1054.54,-100,-8
14:06:57:137,1055.62,-100,-4
14:06:57:487,1056.69,-100,-6
14:06:57:837,1057.76,-99,-5
14:06:58:187,1058.83,-100,-4
14:06:58:537,1059.9,-99,-6
14:06:58:888,1060.98,-99,-2
14:06:59:238,1062.05,-100,-5
14:06:59:588,1063.12,-99,-4
14:06:59:938,1064.19,-98,-5
14:07:00:288,1065.26,-99,-6
14:07:00:989,1067.41,-100,-7
14:07:01:339,1068.48,-99,-8
14:07:01:689,1069.55,-99,-5
14:07:02:039,1070.63,-99,-8
14:07:02:740,1072.77,-99,-7
14:07:03:090,1073.84,-100,-4
14:07:03:440,1074.92,-98,-5
14:07:03:790,1075.99,-99,-3
14:07:04:141,1077.09,-99,-2
14:07:04:491,1078.23,-98,-2
14:07:04:841,1079.38,-98,-2
14:07:05:191,1080.52,-98,-2
14:07:05:892,1082.81,-99,-5
14:07:06:242,1083.96,-100,-6
14:07:06:592,1085.1,-99,-6
14:07:06:942,1086.24,-99,-3
14:07:07:293,1087.39,-99,-1
14:07:07:643,1088.54,-100,-4
14:07:07:993,1089.68,-98,-2
14:07:08:343,1090.82,-99,-6
14:07:08:693,1091.97,-101,-8
14:07:09:394,1094.26,-100,-5
14:07:09:744,1095.4,-100,-4
14:07:10:094,1096.55,-100,-5
14:07:10:444,1097.69,-100,-8
14:07:10:795,1098.84,-99,-7
14:07:11:145,1099.98,-99,-5
14:07:11:495,1101.13,-98,-2
14:07:11:845,1102.27,-96,0
14:07:12:195,1103.41,-97,-2
14:07:12:546,1104.56,-98,-2
14:07:12:896,1105.7,-97,0
14:07:13:246,1106.85,-95,1
14:07:13:596,1107.99,-97,-1
14:07:13:946,1109.14,-96,0
14:07:14:297,1110.28,-95,1
14:07:14:647,1111.43,-99,-2
14:07:14:997,1112.57,-97,-2
14:07:15:697,1114.92,-98,-3
14:07:16:048,1116.1,-98,-2
14:07:16:398,1117.28,-97,0
14:07:16:748,1118.46,-98,0
14:07:17:098,1119.63,-100,-6
14:07:17:799,1121.99,-98,-5
14:07:18:149,1123.17,-100,-6
14:07:18:499,1124.34,-98,-3
14:07:18:849,1125.52,-98,0
14:07:19:199,1126.7,-98,0
14:07:19:550,1127.88,-99,-6
14:07:19:900,1129.05,-99,-4
14:07:20:250,1130.23,-100,-5
14:07:20:950,1132.58,-99,-7
14:07:21:301,1133.76,-100,-5
14:07:21:651,1134.94,-99,-5
14:07:22:001,1136.12,-100,-11
14:07:22:351,1137.29,-98,-5
14:07:22:701,1138.47,-99,-4
14:07:23:052,1139.65,-98,0
14:07:23:402,1140.83,-99,-1
14:07:23:752,1142,-99,-3
14:07:24:102,1143.18,-99,-5
14:07:24:452,1144.36,-98,-2
14:07:24:803,1145.54,-98,-3
14:07:25:153,1146.71,-99,-3
14:07:25:503,1147.89,-98,-3
14:07:25:853,1149.07,-99,-1
14:07:26:203,1150.46,-99,-2
14:07:26:554,1152,-99,-1
14:07:26:904,1153.55,-99,0
14:07:27:254,1155.09,-100,-4
14:07:27:604,1156.63,-99,-6
14:07:27:954,1158.18,-99,-2
14:07:28:305,1159.72,-99,-1
14:07:28:655,1161.27,-97,-2
14:07:29:005,1162.81,-98,0
14:07:29:355,1164.35,-97,1
14:07:29:705,1165.9,-97,1
14:07:30:056,1167.44,-98,-3
14:07:30:406,1168.99,-98,-2
14:07:30:756,1170.53,-98,-2
14:07:31:106,1172.07,-99,-2
14:07:31:456,1173.62,-99,-5
14:07:31:807,1175.16,-100,-6
14:07:32:157,1176.71,-100,-4
14:07:32:857,1179.79,-99,-8
14:07:33:207,1181.34,-101,-7
14:07:33:558,1182.88,-100,-8
14:07:33:908,1184.43,-99,-5
14:07:34:258,1185.97,-99,-6
14:07:34:608,1187.51,-99,-7
14:07:34:958,1189.06,-100,-3
14:07:35:309,1190.6,-100,-4
14:07:35:659,1192.15,-99,-5
14:07:36:009,1193.69,-100,-5
14:07:36:359,1195.23,-99,-7
14:07:36:709,1196.78,-99,-2
14:07:37:410,1199.83,-97,0
14:07:37:760,1201.34,-96,0
14:07:38:110,1202.85,-96,0
14:07:38:460,1204.36,-98,-3
14:07:38:811,1205.88,-98,-3
14:07:39:161,1207.39,-99,-4
14:07:39:861,1210.41,-99,-6
14:07:40:562,1213.44,-98,-1
14:07:40:912,1214.95,-99,-4
14:07:41:262,1216.46,-98,-3
14:07:41:612,1217.97,-100,-8
14:07:41:962,1219.49,-100,-4
14:07:42:313,1221,-99,-7
14:07:42:663,1222.51,-99,-6
14:07:43:013,1224.02,-100,-8
14:07:43:713,1227.05,-101,-9
14:07:44:064,1228.56,-99,-6
14:07:44:764,1231.58,-100,-14
14:07:45:114,1233.1,-99,-6
14:07:45:815,1236.12,-99,-3
14:07:46:165,1237.63,-100,-5
14:07:47:566,1243.71,-99,-9
14:07:48:616,1248.3,-100,-5
14:07:48:967,1249.84,-100,-6
14:07:49:667,1252.89,-100,-6
14:07:51:068,1259.02,-101,-11
14:07:52:118,1263.61,-96,0
14:07:52:469,1265.14,-96,0
14:07:52:818,1266.66,-97,1
14:07:53:169,1268.2,-96,0
14:07:54:219,1272.79,-100,-5
14:07:54:920,1275.85,-99,-2
14:07:55:269,1277.38,-98,-4
14:07:55:620,1278.91,-96,2
14:07:55:970,1280.44,-97,0
14:07:56:321,1281.97,-97,0
14:07:56:671,1283.5,-98,0
14:07:57:020,1285.03,-97,0
14:07:57:370,1286.56,-96,1
14:07:57:722,1288.1,-97,0
14:07:58:072,1289.6,-97,0
14:07:58:421,1291.01,-97,0
14:07:58:771,1292.43,-96,0
14:07:59:122,1293.85,-95,1
14:07:59:472,1295.27,-97,0
14:07:59:823,1296.69,-96,1
14:08:00:173,1298.1,-97,1
14:08:00:522,1299.52,-97,0
14:08:00:873,1300.94,-97,1
14:08:01:224,1302.36,-98,-1
14:08:01:574,1303.77,-99,-6
14:08:01:924,1305.19,-100,-3
14:08:02:273,1306.6,-100,-6
14:08:02:624,1308.02,-99,-7
14:08:02:974,1309.44,-100,-15
14:08:03:675,1312.28,-100,-14
14:08:04:025,1313.69,-101,-12
14:08:04:375,1315.11,-99,-5
14:08:04:726,1316.53,-99,-2
14:08:05:075,1317.94,-99,-5
14:08:05:426,1319.36,-97,-1
14:08:05:775,1320.78,-97,1
14:08:06:125,1322.19,-95,1
14:08:06:476,1323.61,-99,-1
14:08:06:827,1325.03,-97,0
14:08:07:176,1326.45,-97,0
14:08:07:527,1327.87,-97,1
14:08:07:876,1329.28,-97,1
14:08:08:228,1330.55,-98,0
14:08:08:577,1331.72,-99,-2
14:08:08:927,1332.9,-99,-2
14:08:09:277,1334.08,-100,-3
14:08:09:628,1335.26,-99,-5
14:08:09:978,1336.43,-100,-5
14:08:10:328,1337.61,-100,-6
14:08:10:678,1338.79,-99,-5
14:08:11:029,1339.97,-100,-6
14:08:11:379,1341.15,-99,-8
14:08:11:730,1342.33,-100,-7
14:08:12:079,1343.5,-100,-7
14:08:12:780,1345.86,-99,-9
14:08:13:129,1347.03,-99,-8
14:08:13:481,1348.22,-100,-5
14:08:13:831,1349.39,-97,1
14:08:14:180,1350.57,-97,1
14:08:14:531,1351.75,-95,2
14:08:14:880,1352.92,-93,5
14:08:15:231,1354.1,-93,6
14:08:15:581,1355.28,-93,4
14:08:15:931,1356.46,-93,4
14:08:16:281,1357.63,-93,4
14:08:16:632,1358.81,-94,4
14:08:16:982,1359.99,-94,3
14:08:17:332,1361.17,-95,3
14:08:17:682,1362.35,-95,4
14:08:18:032,1363.52,-95,2
14:08:18:382,1364.7,-96,2
14:08:18:733,1365.88,-95,3
14:08:19:083,1367.06,-94,4
14:08:19:433,1368.22,-94,3
14:08:19:783,1369.39,-94,4
14:08:20:133,1370.55,-93,5
14:08:20:484,1371.72,-93,4
14:08:20:834,1372.89,-93,5
14:08:21:184,1374.05,-93,5
14:08:21:535,1375.22,-93,5
14:08:21:884,1376.38,-93,4
14:08:22:235,1377.55,-93,5
14:08:22:585,1378.72,-94,4
14:08:22:935,1379.88,-94,4
14:08:23:285,1381.05,-94,3
14:08:23:635,1382.21,-96,1
14:08:23:986,1383.38,-96,1
14:08:24:336,1384.55,-97,0
14:08:25:036,1386.88,-100,-5
14:08:25:386,1388.05,-96,2
14:08:25:738,1389.22,-94,3
14:08:26:087,1390.38,-93,4
14:08:26:437,1391.55,-93,4
14:08:26:787,1392.71,-94,4
14:08:27:137,1393.88,-94,5
14:08:27:488,1395.05,-95,1
14:08:27:838,1396.21,-96,1
14:08:28:188,1397.38,-96,0
14:08:28:538,1398.54,-96,0
14:08:28:890,1399.71,-100,-4
14:08:29:239,1400.66,-96,1
14:08:29:589,1401.5,-95,3
14:08:29:939,1402.34,-95,3
14:08:30:289,1403.18,-96,1
14:08:30:640,1404.03,-97,0
14:08:30:990,1404.87,-98,-1
14:08:31:340,1405.71,-96,0
14:08:31:690,1406.56,-96,1
14:08:32:040,1407.4,-99,-1
14:08:32:391,1408.24,-98,0
14:08:32:741,1409.09,-93,5
14:08:33:091,1409.93,-94,3
14:08:33:441,1410.77,-95,3
14:08:33:791,1411.61,-94,4
14:08:34:142,1412.46,-95,2
14:08:34:492,1413.3,-94,4
14:08:34:842,1414.14,-93,5
14:08:35:192,1414.99,-94,4
14:08:35:542,1415.83,-94,4
14:08:35:893,1416.67,-97,0
14:08:36:243,1417.52,-98,0
14:08:36:593,1418.36,-98,-1
14:08:36:943,1419.2,-96,1
14:08:37:293,1420.04,-96,0
14:08:37:644,1420.89,-96,1
14:08:37:994,1421.73,-96,1
14:08:38:344,1422.57,-96,0
14:08:38:694,1423.42,-96,0
14:08:39:395,1425.1,-96,1
14:08:39:745,1425.95,-97,1
14:08:40:095,1426.75,-96,1
14:08:40:445,1427.45,-97,1
14:08:40:795,1428.16,-96,1
14:08:41:146,1428.86,-97,0
14:08:41:496,1429.56,-97,1
14:08:41:846,1430.27,-97,0
14:08:42:196,1430.97,-98,0
14:08:42:546,1431.67,-97,0
14:08:42:897,1432.38,-96,0
14:08:43:247,1433.08,-98,-1
14:08:43:597,1433.78,-98,0
14:08:43:947,1434.48,-97,0
14:08:44:297,1435.19,-97,0
14:08:44:648,1435.89,-98,-2
14:08:44:998,1436.59,-98,-2
14:08:45:348,1437.29,-98,-3
14:08:45:698,1438,-99,-4
14:08:46:048,1438.7,-99,-2
14:08:46:399,1439.4,-99,-2
14:08:46:749,1440.11,-99,-3
14:08:47:099,1440.81,-97,-1
14:08:47:449,1441.51,-98,-2
14:08:47:799,1442.21,-99,-2
14:08:48:150,1442.92,-100,-4
14:08:48:500,1443.62,-101,-7
14:08:48:850,1444.32,-101,-8
14:08:49:200,1445.03,-99,-7
14:08:49:550,1445.73,-100,-3
14:08:49:901,1446.43,-98,-1
14:08:50:251,1447.14,-98,0
14:08:50:601,1447.84,-97,0
14:08:50:951,1448.54,-99,-4
14:08:51:301,1449.33,-98,-3
14:08:51:652,1450.12,-98,-5
14:08:52:002,1450.92,-100,-4
14:08:53:052,1453.31,-99,-1
14:08:53:403,1454.11,-98,0
14:08:53:753,1454.91,-97,-1
14:08:54:103,1455.7,-97,0
14:08:54:453,1456.5,-98,0
14:08:54:803,1457.3,-98,0
14:08:55:154,1458.1,-98,-1
14:08:55:504,1458.89,-97,0
14:08:55:854,1459.69,-97,1
14:08:56:204,1460.49,-96,0
14:08:56:554,1461.28,-98,0
14:08:56:905,1462.08,-99,0
14:08:57:255,1462.88,-99,-1
14:08:57:605,1463.68,-98,-4
14:08:57:955,1464.47,-98,-4
14:08:58:305,1465.27,-98,0
14:08:58:656,1466.07,-98,1
14:08:59:006,1466.86,-98,0
14:08:59:356,1467.66,-95,1
14:08:59:706,1468.46,-94,4
14:09:00:056,1469.25,-94,3
14:09:00:407,1470.05,-96,0
14:09:00:757,1470.85,-96,0
14:09:01:107,1471.65,-96,0
14:09:01:457,1472.44,-96,1
14:09:01:807,1473.24,-96,1
14:09:02:158,1474,-96,1
14:09:02:508,1474.72,-96,2
14:09:02:858,1475.44,-95,1
14:09:03:208,1476.16,-95,3
14:09:03:558,1476.87,-94,3
14:09:03:909,1477.59,-95,3
14:09:04:259,1478.31,-99,-1
14:09:04:609,1479.03,-99,0
14:09:04:959,1479.75,-96,1
14:09:05:309,1480.46,-98,-2
14:09:05:660,1481.18,-98,0
14:09:06:010,1481.9,-98,0
14:09:06:360,1482.62,-98,0
14:09:06:710,1483.34,-98,0
14:09:07:060,1484.05,-99,0
14:09:07:411,1484.77,-97,-1
14:09:07:761,1485.49,-97,-1
14:09:08:111,1486.21,-98,0
14:09:08:461,1486.93,-98,-2
14:09:08:811,1487.64,-98,-4
14:09:09:162,1488.36,-98,0
14:09:09:512,1489.08,-98,-1
14:09:09:862,1489.8,-98,0
14:09:10:212,1490.51,-97,0
14:09:10:563,1491.23,-97,0
14:09:10:913,1491.95,-98,-2
14:09:11:263,1492.67,-95,1
14:09:11:613,1493.39,-96,2
14:09:11:963,1494.1,-97,0
14:09:12:314,1494.82,-96,2
14:09:12:664,1495.54,-96,3
14:09:13:014,1496.27,-96,0
14:09:13:364,1497.15,-96,0
14:09:13:714,1498.04,-97,0
14:09:14:065,1498.92,-98,-2
14:09:14:415,1499.81,-96,0
14:09:14:765,1500.69,-100,-6
14:09:15:816,1503.35,-100,-4
14:09:16:866,1506,-99,-1
14:09:17:216,1506.89,-99,-2
14:09:17:567,1507.78,-100,-7
14:09:17:917,1508.66,-101,-14
14:09:18:617,1510.43,-101,-9
14:09:18:967,1511.32,-101,-8
14:09:19:318,1512.2,-100,-12
14:09:19:668,1513.09,-100,-13
14:09:20:018,1513.97,-101,-12
14:09:20:368,1514.86,-100,-11
14:09:20:718,1515.74,-99,-5
14:09:21:069,1516.63,-100,-5
14:09:21:419,1517.51,-101,-10
14:09:22:119,1519.28,-100,-9
14:09:23:170,1521.94,-100,-9
14:09:23:520,1522.83,-99,-9
14:09:23:869,1523.71,-100,-10
14:09:24:220,1524.45,-99,-8
14:09:24:571,1525.11,-97,0
14:09:24:921,1525.77,-93,4
14:09:25:271,1526.42,-94,3
14:09:25:621,1527.08,-94,3
14:09:25:971,1527.74,-94,4
14:09:26:322,1528.39,-93,5
14:09:26:672,1529.05,-93,4
14:09:27:022,1529.71,-93,5
14:09:27:372,1530.36,-93,5
14:09:27:722,1531.02,-93,4
14:09:28:072,1531.68,-94,4
14:09:28:423,1532.34,-94,3
14:09:28:772,1532.99,-93,4
14:09:29:123,1533.65,-95,3
14:09:29:472,1534.3,-101,-8
14:09:29:824,1534.96,-99,-2
14:09:30:173,1535.62,-98,-1
14:09:30:524,1536.28,-98,-1
14:09:30:874,1536.93,-99,-6
14:09:31:574,1538.24,-101,-7
14:09:31:925,1538.9,-101,-9
14:09:32:274,1539.56,-100,-9
14:09:32:624,1540.21,-99,-9
14:09:32:975,1540.87,-100,-14
14:09:34:026,1542.84,-99,-10
14:09:34:375,1543.5,-100,-6
14:09:34:726,1544.16,-99,-5
14:09:35:077,1544.82,-99,-2
14:09:35:426,1545.52,-99,-2
14:09:35:776,1546.21,-100,-5
14:09:36:476,1547.6,-100,-3
14:09:36:827,1548.3,-99,-5
14:09:37:177,1548.99,-98,-2
14:09:37:528,1549.69,-99,-2
14:09:37:877,1550.38,-98,-2
14:09:38:227,1551.08,-98,-3
14:09:38:579,1551.78,-100,-4
14:09:38:928,1552.47,-101,-8
14:09:39:629,1553.86,-101,-8
14:09:39:978,1554.55,-101,-8
14:09:40:330,1555.25,-99,-5
14:09:40:680,1555.95,-99,-6
14:09:41:029,1556.64,-100,-4
14:09:41:379,1557.34,-100,-11
14:09:41:730,1558.03,-100,-9
14:09:42:080,1558.73,-98,-3
14:09:42:430,1559.42,-94,3
14:09:42:781,1560.12,-93,5
14:09:43:130,1560.81,-93,5
14:09:43:480,1561.51,-92,4
14:09:43:831,1562.2,-93,5
14:09:44:182,1562.9,-93,4
14:09:44:531,1563.59,-94,4
14:09:44:882,1564.29,-94,4
14:09:45:231,1564.98,-96,0
14:09:45:582,1565.68,-99,-5
14:09:45:933,1566.38,-99,-3
14:09:46:282,1567.01,-100,-8
14:09:46:633,1567.63,-99,-4
14:09:46:982,1568.25,-98,-2
14:09:47:333,1568.88,-100,-2
14:09:47:683,1569.5,-100,-5
14:09:48:033,1570.12,-99,-11
14:09:48:733,1571.36,-100,-15
14:09:49:084,1571.99,-101,-13
14:09:51:185,1575.72,-100,-12
14:09:51:535,1576.34,-101,-15
14:09:52:236,1577.59,-101,-11
14:09:52:936,1578.83,-99,-5
14:09:53:286,1579.45,-99,-2
14:09:53:636,1580.07,-99,-7
14:09:53:987,1580.7,-100,-13
14:09:54:337,1581.32,-101,-10
14:09:54:687,1581.94,-99,-6
14:09:55:037,1582.56,-100,-9
14:09:55:387,1583.18,-99,-1
14:09:55:738,1583.81,-100,-4
14:09:56:088,1584.43,-98,-2
14:09:56:438,1585.05,-99,-2
14:09:56:788,1585.67,-99,-1
14:09:57:138,1586.38,-98,-3
14:09:57:489,1587.22,-98,-2
14:09:57:839,1588.07,-99,-4
14:09:58:189,1588.91,-100,-6
14:09:58:539,1589.75,-98,0
14:09:58:889,1590.59,-98,-1
14:09:59:590,1592.27,-101,-7
14:09:59:940,1593.11,-100,-5
14:10:00:290,1593.95,-99,-6
14:10:00:640,1594.79,-100,-14
14:10:00:991,1595.64,-100,-14
14:10:01:341,1596.48,-100,-14
14:10:01:691,1597.32,-101,-9
14:10:02:391,1599,-101,-7
14:10:02:743,1599.84,-100,-5
14:10:03:092,1600.68,-100,-9
14:10:03:792,1602.36,-100,-10
14:10:04:142,1603.2,-101,-12
14:10:04:843,1604.89,-100,-13
14:10:05:893,1607.41,-100,-14
14:10:06:244,1608.25,-100,-14
14:10:06:594,1609.09,-99,-9
14:10:06:944,1609.93,-99,-12
14:10:07:294,1610.77,-101,-10
14:10:08:345,1613.1,-100,-5
14:10:09:045,1614.38,-100,-6
14:10:09:395,1615.01,-101,-9
14:10:10:096,1616.29,-99,-7
14:10:10:446,1616.93,-98,-4
14:10:10:796,1617.57,-100,-5
14:10:11:146,1618.21,-100,-4
14:10:11:497,1618.85,-98,-3
14:10:11:847,1619.48,-98,0
14:10:12:197,1620.12,-99,-1
14:10:12:897,1621.4,-98,0
14:10:13:248,1622.04,-97,-1
14:10:13:598,1622.68,-99,0
14:10:13:948,1623.31,-99,-5
14:10:14:298,1623.95,-98,-3
14:10:14:648,1624.59,-99,-7
14:10:15:349,1625.87,-101,-14
14:10:15:699,1626.51,-100,-11
14:10:16:399,1627.78,-100,-8
14:10:16:750,1628.42,-99,-4
14:10:17:100,1629.06,-100,-12
14:10:17:800,1630.34,-101,-7
14:10:18:150,1630.99,-100,-8
14:10:18:501,1631.65,-100,-6
14:10:18:851,1632.32,-99,-6
14:10:19:201,1632.99,-100,-8
14:10:19:551,1633.65,-100,-5
14:10:20:252,1634.99,-98,-4
14:10:20:602,1635.65,-99,-8
14:10:21:302,1636.99,-101,-7
14:10:21:652,1637.65,-101,-9
14:10:22:003,1638.32,-100,-7
14:10:22:353,1638.99,-99,-2
14:10:22:703,1639.65,-100,-5
14:10:23:053,1640.32,-100,-9
14:10:23:403,1640.99,-100,-11
14:10:23:754,1641.65,-101,-10
14:10:24:804,1643.65,-101,-14
14:10:25:154,1644.32,-99,-9
14:10:25:505,1644.99,-100,-4
14:10:26:205,1646.32,-100,-11
14:10:26:555,1646.99,-100,-17
14:10:26:905,1647.65,-101,-8
14:10:27:606,1648.99,-99,-9
14:10:28:306,1650.32,-100,-12
14:10:28:656,1650.99,-101,-12
14:10:29:007,1651.66,-101,-8
14:10:29:357,1652.51,-100,-9
14:10:29:707,1653.37,-100,-5
14:10:30:057,1654.23,-99,-6
14:10:31:108,1656.8,-99,-4
14:10:31:458,1657.66,-100,-6
14:10:32:158,1659.37,-99,-5
14:10:32:509,1660.23,-101,-8
14:10:32:859,1661.09,-95,3
14:10:33:209,1661.94,-97,0
14:10:33:559,1662.8,-97,1
14:10:33:910,1663.66,-98,0
14:10:34:260,1664.52,-98,0
14:10:34:610,1665.37,-97,0
14:10:34:960,1666.23,-97,-1
14:10:35:310,1667.09,-97,0
14:10:35:661,1667.95,-97,0
14:10:36:011,1668.8,-96,1
14:10:36:361,1669.66,-93,4
14:10:36:711,1670.52,-96,2
14:10:37:061,1671.37,-96,0
14:10:37:412,1672.23,-96,2
14:10:37:762,1673.09,-95,2
14:10:38:112,1673.95,-95,2
14:10:38:462,1674.8,-98,0
14:10:38:812,1675.66,-96,1
14:10:39:163,1676.52,-96,2
14:10:39:513,1677.38,-97,0
14:10:40:213,1679.09,-99,-3
14:10:40:563,1679.95,-100,-5
14:10:40:914,1680.81,-100,-7
14:10:41:264,1681.67,-101,-10
14:10:41:614,1682.53,-100,-4
14:10:41:964,1683.38,-100,-4
14:10:42:314,1684.24,-101,-9
14:10:42:665,1685.1,-99,-6
14:10:43:015,1685.96,-99,-6
14:10:43:365,1686.82,-98,0
14:10:43:715,1687.68,-96,0
14:10:44:065,1688.53,-97,-2
14:10:44:416,1689.39,-99,-1
14:10:44:766,1690.25,-98,-2
14:10:45:116,1691.11,-97,0
14:10:45:466,1691.97,-96,0
14:10:45:816,1692.83,-97,1
14:10:46:167,1693.69,-97,0
14:10:46:517,1694.54,-98,0
14:10:46:867,1695.4,-98,-1
14:10:47:217,1696.26,-95,3
14:10:47:567,1697.12,-97,0
14:10:47:918,1697.98,-96,0
14:10:48:268,1698.84,-97,0
14:10:48:618,1699.69,-96,0
14:10:49:318,1701.41,-98,0
14:10:49:669,1702.27,-97,-1
14:10:50:019,1703.12,-96,1
14:10:50:369,1703.86,-96,2
14:10:50:719,1704.6,-97,1
14:10:51:069,1705.34,-96,1
14:10:51:419,1706.08,-96,2
14:10:51:770,1706.82,-96,1
14:10:52:120,1707.56,-96,0
14:10:52:470,1708.29,-98,0
14:10:52:820,1709.03,-96,0
14:10:53:171,1709.77,-96,0
14:10:53:521,1710.51,-96,1
14:10:53:871,1711.25,-97,1
14:10:54:221,1711.99,-97,0
14:10:54:571,1712.73,-97,-2
14:10:54:921,1713.47,-99,-1
14:10:55:272,1714.21,-99,0
14:10:55:622,1714.95,-98,-2
14:10:56:322,1716.43,-99,-9
14:10:56:673,1717.17,-100,-7
14:10:57:023,1717.91,-99,-7
14:10:57:372,1718.64,-101,-8
14:10:57:723,1719.38,-99,-10
14:10:58:073,1720.12,-99,-2
14:10:58:424,1720.86,-100,-3
14:10:58:773,1721.6,-100,-10
14:10:59:124,1722.34,-99,-3
14:10:59:473,1723.08,-98,-1
14:10:59:824,1723.82,-98,-4
14:11:00:175,1724.58,-100,-5
14:11:00:525,1725.37,-99,-12
14:11:00:875,1726.15,-99,-8
14:11:01:224,1726.94,-101,-8
14:11:01:575,1727.72,-99,-6
14:11:02:625,1730.08,-100,-3
14:11:02:975,1730.86,-100,-6
14:11:03:326,1731.65,-101,-8
14:11:03:677,1732.44,-100,-5
14:11:04:026,1733.22,-99,-6
14:11:04:376,1734,-100,-4
14:11:04:727,1734.79,-100,-3
14:11:05:428,1736.36,-100,-6
14:11:05:777,1737.15,-98,-3
14:11:06:128,1737.93,-99,-1
14:11:06:478,1738.72,-99,-6
14:11:06:828,1739.5,-99,-12
14:11:07:529,1741.08,-100,-10
14:11:07:878,1741.86,-100,-11
14:11:08:228,1742.64,-99,-10
14:11:08:579,1743.43,-100,-4
14:11:08:930,1744.22,-99,-4
14:11:09:279,1745,-99,-3
14:11:09:629,1745.79,-99,-4
14:11:09:979,1746.57,-99,-6
14:11:10:330,1747.36,-100,-5
14:11:10:681,1748.14,-99,-4
14:11:11:030,1748.94,-100,-3
14:11:11:381,1749.86,-99,-6
14:11:11:730,1750.77,-99,-6
14:11:12:081,1751.68,-98,-3
14:11:12:431,1752.6,-98,-3
14:11:12:781,1753.51,-99,-4
14:11:13:131,1754.43,-99,-10
14:11:13:481,1755.34,-98,-1
14:11:13:831,1756.26,-99,-1
14:11:14:182,1757.17,-96,1
14:11:14:533,1758.09,-94,4
14:11:14:882,1759,-94,3
14:11:15:233,1759.92,-95,1
14:11:15:583,1760.83,-96,2
14:11:15:934,1761.75,-96,0
14:11:16:283,1762.66,-96,0
14:11:16:633,1763.58,-98,0
14:11:16:983,1764.49,-99,-1
14:11:17:334,1765.41,-99,-3
14:11:17:684,1766.32,-100,-6
14:11:18:034,1767.24,-99,-9
14:11:18:385,1768.15,-99,-8
14:11:18:735,1769.07,-99,-6
14:11:19:085,1769.98,-100,-5
14:11:19:436,1770.9,-99,-3
14:11:19:785,1771.81,-99,-3
14:11:20:136,1772.73,-99,-4
14:11:20:485,1773.64,-99,-3
14:11:20:837,1774.56,-98,-2
14:11:21:186,1775.47,-98,-3
14:11:21:536,1776.39,-99,-3
14:11:21:886,1777.3,-99,-4
14:11:22:236,1778.16,-99,-7
14:11:22:587,1779,-99,-7
14:11:22:937,1779.83,-99,-3
14:11:23:287,1780.66,-99,-2
14:11:23:637,1781.49,-99,-3
14:11:23:987,1782.32,-98,-5
14:11:24:338,1783.16,-98,-2
14:11:24:688,1783.99,-99,-3
14:11:25:038,1784.82,-98,-2
14:11:25:388,1785.65,-99,-2
14:11:25:738,1786.49,-98,-3
14:11:26:439,1788.15,-98,1
14:11:26:789,1788.98,-98,-2
14:11:27:139,1789.82,-99,-1
14:11:27:489,1790.65,-98,-1
14:11:27:840,1791.48,-97,0
14:11:28:540,1793.15,-97,1
14:11:28:890,1793.98,-96,0
14:11:29:240,1794.81,-97,1
14:11:29:591,1795.64,-97,-1
14:11:29:941,1796.48,-97,1
14:11:30:291,1797.31,-97,0
14:11:30:641,1798.14,-96,0
14:11:30:991,1798.97,-98,0
14:11:31:342,1799.81,-100,-3
14:11:31:692,1800.64,-99,-2
14:11:32:042,1801.51,-99,-5
14:11:32:392,1802.68,-100,-5
14:11:32:742,1803.84,-99,-3
14:11:33:093,1805.01,-100,-5
14:11:33:443,1806.18,-96,1
14:11:33:793,1807.34,-96,2
14:11:34:143,1808.51,-97,0
14:11:34:493,1809.67,-99,0
14:11:34:844,1810.84,-97,0
14:11:35:194,1812.01,-99,-1
14:11:35:544,1813.17,-101,-9
14:11:35:894,1814.34,-98,0
14:11:36:244,1815.51,-98,1
14:11:36:595,1816.68,-97,-1
14:11:36:945,1817.84,-98,-1
14:11:37:295,1819.01,-98,-1
14:11:37:645,1820.17,-97,0
14:11:38:346,1822.51,-97,-2
14:11:38:696,1823.67,-97,1
14:11:39:046,1824.84,-94,5
14:11:39:396,1826.01,-95,1
14:11:39:746,1827.17,-98,-2
14:11:40:097,1828.34,-99,-2
14:11:40:447,1829.51,-99,-9
14:11:40:797,1830.67,-100,-5
14:11:41:147,1831.84,-100,-13
14:11:41:497,1833,-99,-1
14:11:41:848,1834.17,-98,-2
14:11:42:198,1835.34,-99,-3
14:11:42:548,1836.5,-100,-4
14:11:42:898,1837.67,-99,-4
14:11:43:248,1838.96,-99,-2
14:11:43:599,1840.29,-100,-5
14:11:43:949,1841.63,-98,-2
14:11:44:299,1842.96,-98,-4
14:11:44:649,1844.29,-99,-6
14:11:44:999,1845.63,-100,-5
14:11:45:350,1846.97,-99,-4
14:11:45:700,1848.3,-99,-2
14:11:46:050,1849.63,-98,-3
14:11:46:400,1850.97,-98,-2
