Time,Distance,RSSI,SNR
14:52:11:374,486.37,-99,-2
14:52:11:720,486.89,-98,-3
14:52:12:083,487.43,-101,-10
14:52:12:419,487.93,-100,-5
14:52:12:782,488.47,-99,-4
14:52:13:470,489.47,-99,-6
14:52:13:833,490,-99,-8
14:52:14:177,490.5,-99,-8
14:52:14:520,490.99,-101,-9
14:52:14:880,491.51,-100,-15
14:52:15:223,492.01,-100,-4
14:52:15:583,492.53,-100,-6
14:52:15:921,493.02,-100,-8
14:52:16:280,493.54,-100,-9
14:52:16:624,494.04,-101,-7
14:52:16:974,494.55,-100,-11
14:52:17:324,495.05,-100,-6
14:52:18:027,496.07,-100,-7
14:52:18:386,496.59,-101,-7
14:52:18:730,497.09,-99,-4
14:52:19:074,497.59,-100,-3
14:52:19:777,498.61,-99,-9
14:52:20:136,499.13,-99,-4
14:52:20:480,499.62,-98,-3
14:52:20:824,500.12,-100,-5
14:52:21:180,500.64,-100,-8
14:52:21:528,501.14,-98,-2
14:52:21:887,501.66,-99,-2
14:52:22:231,502.16,-98,0
14:52:22:575,502.66,-99,-5
14:52:22:934,503.18,-98,-4
14:52:23:278,503.68,-100,-5
14:52:23:637,504.2,-99,-4
14:52:23:990,504.71,-100,-3
14:52:24:325,505.21,-99,-3
14:52:24:684,505.75,-99,-5
14:52:25:028,506.26,-100,-3
14:52:25:387,506.8,-98,0
14:52:25:731,507.31,-100,-16
14:52:26:434,508.37,-99,-6
14:52:26:778,508.88,-99,-8
14:52:27:137,509.42,-99,-8
14:52:27:840,510.47,-99,-11
14:52:28:188,510.99,-99,-6
14:52:28:532,511.51,-101,-9
14:52:29:235,512.56,-99,-6
14:52:29:579,513.07,-99,-5
14:52:29:938,513.61,-101,-7
14:52:30:282,514.13,-97,-1
14:52:30:641,514.66,-99,-1
14:52:30:985,515.18,-100,-5
14:52:31:329,515.7,-99,-7
14:52:31:688,516.23,-99,-4
14:52:32:041,516.76,-99,-9
14:52:32:392,517.29,-100,-14
14:52:32:742,517.81,-99,-2
14:52:33:094,518.34,-98,-2
14:52:33:444,518.86,-100,-5
14:52:33:794,519.39,-99,-6
14:52:34:135,519.9,-97,0
14:52:34:494,520.43,-99,-4
14:52:34:838,520.95,-100,-7
14:52:35:541,521.81,-99,-13
14:52:35:885,522.21,-98,0
14:52:36:244,522.62,-99,-2
14:52:36:588,523.02,-100,-4
14:52:36:932,523.41,-98,-1
14:52:37:291,523.83,-99,-3
14:52:37:635,524.22,-99,-9
14:52:37:994,524.64,-100,-6
14:52:38:338,525.03,-101,-7
14:52:38:697,525.45,-100,-4
14:52:39:041,525.84,-99,-7
14:52:39:385,526.24,-100,-12
14:52:39:744,526.65,-100,-15
14:52:40:088,527.05,-99,-6
14:52:40:447,527.46,-100,-14
14:52:40:791,527.86,-101,-6
14:52:41:494,528.67,-100,-4
14:52:41:838,529.06,-97,0
14:52:42:197,529.47,-98,-1
14:52:42:541,529.87,-98,-2
14:52:42:900,530.28,-97,0
14:52:43:238,530.67,-98,-2
14:52:43:598,531.09,-100,-13
14:52:43:941,531.48,-99,-10
14:52:44:301,531.9,-99,-7
14:52:44:644,532.29,-101,-7
14:52:45:347,533.1,-100,-3
14:52:45:691,533.5,-98,-4
14:52:46:051,533.93,-100,-12
14:52:46:738,535.01,-101,-10
14:52:47:097,535.57,-101,-9
14:52:47:801,536.68,-99,-6
14:52:48:488,537.76,-99,-6
14:52:48:847,538.32,-99,-11
14:52:49:191,538.86,-100,-6
14:52:49:550,539.43,-99,-6
14:52:49:894,539.97,-98,-4
14:52:50:254,540.53,-101,-8
14:52:50:597,541.07,-100,-3
14:52:50:941,541.61,-100,-7
14:52:51:300,542.17,-99,-7
14:52:51:644,542.71,-101,-12
14:52:52:003,543.28,-99,-5
14:52:52:347,543.82,-101,-17
14:52:52:691,544.36,-101,-6
14:52:53:050,544.92,-98,-3
14:52:53:394,545.46,-100,-11
14:52:53:753,546.02,-101,-9
14:52:54:097,546.56,-99,-1
14:52:54:441,547.1,-99,-3
14:52:54:800,547.67,-99,-5
14:52:55:144,548.21,-98,0
14:52:55:503,548.77,-97,1
14:52:55:847,549.31,-98,-3
14:52:56:206,549.87,-99,-3
14:52:56:550,550.42,-97,-1
14:52:56:894,550.96,-98,-3
14:52:57:253,551.49,-100,-5
14:52:57:597,551.99,-99,-8
14:52:57:956,552.52,-96,1
14:52:58:300,553.02,-99,-2
14:52:58:644,553.52,-101,-10
14:52:59:003,554.05,-97,0
14:52:59:706,555.08,-99,-3
14:53:00:050,555.58,-100,-10
14:53:00:409,556.1,-98,0
14:53:00:753,556.61,-97,2
14:53:01:097,557.11,-99,0
14:53:01:456,557.64,-99,-1
14:53:01:800,558.14,-99,0
14:53:02:159,558.66,-98,-2
14:53:02:503,559.17,-98,-2
14:53:02:847,559.67,-99,-1
14:53:03:206,560.19,-97,1
14:53:03:550,560.7,-99,0
14:53:03:909,561.22,-96,1
14:53:04:597,562.23,-98,0
14:53:04:956,562.75,-98,-2
14:53:05:300,563.25,-99,-2
14:53:05:659,563.78,-96,0
14:53:06:003,564.28,-99,-4
14:53:06:362,564.81,-97,0
14:53:06:706,565.31,-97,0
14:53:07:050,565.81,-96,2
14:53:07:409,566.34,-98,0
14:53:07:753,566.84,-97,1
14:53:08:112,567.36,-97,-1
14:53:08:456,567.85,-97,1
14:53:08:800,568.34,-97,-1
14:53:09:159,568.85,-97,-1
14:53:09:503,569.34,-97,-1
14:53:09:862,569.85,-97,0
14:53:10:206,570.34,-99,-1
14:53:10:565,570.85,-96,1
14:53:10:909,571.34,-98,0
14:53:11:253,571.83,-95,2
14:53:11:612,572.34,-95,1
14:53:11:956,572.83,-99,-1
14:53:12:315,573.34,-95,2
14:53:12:659,573.83,-95,3
14:53:13:003,574.31,-100,-6
14:53:13:362,574.83,-95,3
14:53:13:706,575.31,-95,3
14:53:14:065,575.82,-99,-6
14:53:14:409,576.31,-99,-6
14:53:14:753,576.8,-97,1
14:53:15:112,577.31,-96,1
14:53:15:456,577.8,-100,-5
14:53:15:815,578.31,-100,-3
14:53:16:168,578.81,-100,-7
14:53:16:512,579.3,-100,-16
14:53:16:856,579.79,-99,-1
14:53:17:215,580.3,-97,0
14:53:17:559,580.79,-98,-3
14:53:17:918,581.3,-98,-3
14:53:18:262,581.79,-99,-2
14:53:18:606,582.28,-94,4
14:53:18:965,582.79,-95,3
14:53:19:309,583.29,-94,3
14:53:19:668,583.8,-96,0
14:53:20:012,584.3,-99,-5
14:53:20:356,584.79,-100,-5
14:53:20:715,585.31,-99,-3
14:53:21:059,585.8,-96,2
14:53:21:418,586.32,-97,1
14:53:21:762,586.81,-97,1
14:53:22:121,587.33,-96,0
14:53:22:465,587.82,-95,1
14:53:22:809,588.32,-98,0
14:53:23:167,588.83,-99,-8
14:53:23:872,589.85,-98,0
14:53:24:216,590.34,-96,0
14:53:24:559,590.84,-98,0
14:53:24:919,591.35,-97,-2
14:53:25:263,591.85,-98,0
14:53:25:622,592.37,-98,-2
14:53:25:966,592.86,-95,1
14:53:26:319,593.37,-98,-2
14:53:26:663,593.86,-97,0
14:53:27:022,594.38,-96,2
14:53:27:366,594.87,-99,0
14:53:27:725,595.39,-95,3
14:53:28:069,595.88,-93,4
14:53:28:413,596.38,-96,0
14:53:28:772,596.9,-96,1
14:53:29:116,597.39,-95,2
14:53:29:475,597.91,-95,3
14:53:29:819,598.4,-94,4
14:53:30:162,598.84,-97,-1
14:53:30:522,599.23,-96,1
14:53:30:866,599.61,-96,1
14:53:31:225,600.01,-98,0
14:53:31:574,600.39,-95,2
14:53:31:918,600.77,-96,2
14:53:32:277,601.16,-95,2
14:53:32:621,601.54,-97,0
14:53:32:965,601.92,-96,0
14:53:33:318,602.31,-95,2
14:53:33:677,602.7,-97,-1
14:53:34:021,603.08,-94,2
14:53:34:365,603.46,-96,0
14:53:34:724,603.85,-100,-3
14:53:35:071,604.23,-97,-1
14:53:35:415,604.61,-96,2
14:53:35:774,605.01,-96,0
14:53:36:118,605.39,-98,-3
14:53:36:478,605.78,-97,0
14:53:37:175,606.55,-97,1
14:53:37:518,606.92,-99,-1
14:53:37:878,607.32,-94,4
14:53:38:221,607.7,-97,1
14:53:38:581,608.09,-97,0
14:53:38:925,608.47,-95,4
14:53:39:268,608.85,-94,3
14:53:39:628,609.24,-94,3
14:53:39:971,609.62,-94,4
14:53:40:331,610.02,-94,3
14:53:40:674,610.39,-95,3
14:53:41:018,610.78,-95,2
14:53:41:378,611.45,-95,2
14:53:41:721,612.08,-96,1
14:53:42:081,612.74,-96,1
14:53:42:424,613.37,-94,4
14:53:42:768,614,-99,-2
14:53:43:128,614.66,-95,1
14:53:43:471,615.29,-95,3
14:53:43:831,615.95,-95,2
14:53:44:174,616.58,-97,0
14:53:44:534,617.24,-101,-12
14:53:44:877,617.87,-94,2
14:53:45:221,618.5,-96,2
14:53:45:581,619.16,-97,0
14:53:45:924,619.79,-94,4
14:53:46:284,620.45,-96,2
14:53:46:627,621.08,-99,0
14:53:46:971,621.71,-94,2
14:53:47:325,622.36,-97,1
14:53:47:684,623.02,-98,-3
14:53:48:028,623.65,-94,4
14:53:48:371,624.28,-93,6
14:53:48:731,624.94,-98,-2
14:53:49:075,625.57,-93,6
14:53:49:434,626.23,-95,2
14:53:49:778,626.86,-98,-1
14:53:50:137,627.52,-93,4
14:53:50:481,628.15,-94,4
14:53:50:824,628.78,-97,0
14:53:51:184,629.44,-94,4
14:53:51:528,630.08,-96,2
14:53:51:887,630.73,-93,5
14:53:52:231,631.3,-94,3
14:53:52:574,631.82,-96,2
14:53:52:934,632.38,-95,2
14:53:53:277,632.9,-96,0
14:53:53:637,633.46,-94,5
14:53:53:981,633.99,-99,-3
14:53:54:340,634.54,-97,0
14:53:54:684,635.07,-96,2
14:53:55:027,635.59,-99,-7
14:53:55:387,636.15,-101,-6
14:53:55:731,636.67,-100,-5
14:53:56:090,637.23,-97,0
14:53:56:434,637.75,-95,3
14:53:56:777,638.28,-97,-1
14:53:57:137,638.83,-97,-1
14:53:57:480,639.36,-100,-9
14:53:57:840,639.91,-96,0
14:53:58:184,640.44,-96,2
14:53:58:527,640.97,-98,-2
14:53:58:887,641.52,-93,4
14:53:59:230,642.05,-100,-5
14:53:59:590,642.6,-96,2
14:53:59:933,643.13,-98,0
14:54:00:293,643.68,-98,0
14:54:00:637,644.21,-99,-1
14:54:00:980,644.74,-96,0
14:54:01:340,645.29,-98,-2
14:54:01:683,645.82,-97,0
14:54:02:043,646.37,-98,1
14:54:02:387,646.9,-96,3
14:54:02:730,647.43,-99,-6
14:54:03:090,647.96,-95,1
14:54:03:433,648.43,-97,1
14:54:03:793,648.92,-98,0
14:54:04:136,649.39,-96,1
14:54:04:496,649.89,-97,0
14:54:04:840,650.36,-96,2
14:54:05:183,650.82,-95,3
14:54:05:543,651.32,-97,1
14:54:05:886,651.78,-98,0
14:54:06:246,652.28,-98,0
14:54:06:590,652.75,-96,2
14:54:06:933,653.22,-96,0
14:54:07:293,653.71,-96,0
14:54:07:636,654.18,-95,1
14:54:07:996,654.67,-97,1
14:54:08:339,655.14,-98,-5
14:54:08:683,655.61,-96,1
14:54:09:036,656.09,-97,1
14:54:09:396,656.58,-98,-1
14:54:09:739,657.05,-98,0
14:54:10:099,657.54,-99,-2
14:54:10:443,658.01,-101,-9
14:54:10:786,658.48,-98,-3
14:54:11:146,658.97,-96,1
14:54:11:489,659.44,-99,-2
14:54:11:849,659.93,-96,0
14:54:12:193,660.4,-94,4
14:54:12:536,660.87,-99,-10
14:54:12:896,661.36,-98,-3
14:54:13:239,661.83,-94,4
14:54:13:599,662.32,-98,0
14:54:13:942,662.79,-95,2
14:54:14:286,663.27,-94,4
14:54:14:646,663.77,-99,-1
14:54:14:989,664.25,-97,0
14:54:15:349,664.75,-96,2
14:54:15:692,665.22,-97,1
14:54:16:052,665.73,-99,-2
14:54:16:396,666.2,-98,0
14:54:16:739,666.68,-99,-6
14:54:17:099,667.18,-99,-8
14:54:17:442,667.66,-100,-7
14:54:17:802,668.16,-99,-7
14:54:18:145,668.64,-98,-2
14:54:18:489,669.12,-99,-9
14:54:18:849,669.62,-101,-7
14:54:19:192,670.09,-100,-12
14:54:19:552,670.59,-100,-15
14:54:19:895,671.07,-101,-8
14:54:20:248,671.56,-99,-5
14:54:20:592,672.04,-98,-1
14:54:20:952,672.54,-99,-1
14:54:21:295,673.02,-98,-3
14:54:21:655,673.52,-97,-1
14:54:21:998,674,-98,-2
14:54:22:342,674.48,-96,2
14:54:22:701,674.97,-98,-1
14:54:23:045,675.45,-99,-4
14:54:23:405,675.95,-100,-4
14:54:23:748,676.43,-98,0
14:54:24:092,676.9,-95,1
14:54:24:451,677.39,-100,-3
14:54:24:795,677.85,-95,3
14:54:25:154,678.33,-95,3
14:54:25:858,679.27,-98,-2
14:54:26:201,679.73,-96,2
14:54:26:545,680.19,-99,-6
14:54:26:904,680.67,-100,-3
14:54:27:248,681.13,-98,0
14:54:27:608,681.62,-101,-7
14:54:27:951,682.08,-101,-11
14:54:28:295,682.54,-99,-6
14:54:28:654,683.02,-98,-4
14:54:29:357,683.96,-97,1
14:54:29:701,684.42,-97,0
14:54:30:045,684.88,-101,-11
14:54:30:404,685.36,-100,-3
14:54:30:748,685.82,-99,-3
14:54:31:107,686.3,-99,-7
14:54:31:451,686.77,-98,-3
14:54:31:811,687.25,-99,-11
14:54:32:154,687.71,-99,-5
14:54:32:498,688.17,-98,-4
14:54:32:857,688.65,-96,1
14:54:33:201,689.11,-97,1
14:54:33:560,689.59,-99,-5
14:54:33:904,690.05,-99,-8
14:54:34:248,690.51,-99,-9
14:54:34:607,690.99,-99,-7
14:54:34:951,691.46,-100,-12
14:54:35:310,692.06,-100,-2
14:54:35:654,692.65,-101,-6
14:54:36:013,693.27,-99,-3
14:54:36:357,693.86,-99,-2
14:54:36:701,694.46,-101,-8
14:54:37:060,695.07,-100,-11
14:54:37:404,695.67,-98,-3
14:54:37:763,696.29,-97,1
14:54:38:107,696.88,-100,-6
14:54:38:451,697.47,-98,-3
14:54:38:810,698.09,-101,-9
14:54:39:154,698.69,-100,-5
14:54:39:513,699.3,-99,-4
14:54:39:857,699.9,-101,-7
14:54:40:201,700.49,-100,-7
14:54:40:560,701.11,-100,-4
14:54:40:904,701.7,-99,-11
14:54:41:257,702.31,-99,-4
14:54:41:616,702.93,-98,-2
14:54:41:960,703.52,-101,-9
14:54:42:304,704.12,-100,-10
14:54:42:663,704.74,-99,-6
14:54:43:007,705.33,-99,-6
14:54:43:366,705.95,-98,0
14:54:44:054,707.14,-96,0
14:54:44:413,707.75,-97,0
14:54:44:757,708.35,-99,-3
14:54:45:116,708.97,-100,-4
14:54:45:460,709.56,-98,-2
14:54:45:804,710.15,-99,-2
14:54:46:507,711.1,-101,-13
14:54:46:866,711.54,-98,0
14:54:47:210,711.95,-97,-1
14:54:47:913,712.8,-97,-2
14:54:48:257,713.21,-100,-2
14:54:48:616,713.64,-100,-5
14:54:48:960,714.06,-100,-8
14:54:49:319,714.49,-98,-2
14:54:49:663,714.91,-97,1
14:54:50:007,715.32,-97,1
14:54:50:366,715.75,-95,3
14:54:50:710,716.17,-94,4
14:54:51:069,716.6,-94,3
14:54:51:413,717.02,-97,1
14:54:51:772,717.45,-96,0
14:54:52:110,717.86,-97,-1
14:54:52:469,718.29,-96,0
14:54:52:813,718.7,-96,0
14:54:53:172,719.14,-98,-4
14:54:53:516,719.55,-98,-3
14:54:53:860,719.97,-97,1
14:54:54:219,720.4,-98,0
14:54:54:563,720.81,-98,-5
14:54:54:922,721.25,-98,0
14:54:55:266,721.66,-97,0
14:54:55:610,722.08,-99,-1
14:54:55:969,722.51,-97,0
14:54:56:313,722.92,-97,0
14:54:56:672,723.36,-99,0
14:54:57:016,723.77,-98,0
14:54:57:375,724.29,-95,3
14:54:57:719,724.78,-96,2
14:54:58:063,725.27,-101,-8
14:54:58:422,725.78,-96,2
14:54:58:766,726.27,-98,-3
14:54:59:125,726.78,-98,-2
14:54:59:469,727.28,-97,0
14:54:59:813,727.77,-100,-3
14:55:00:172,728.28,-99,-6
14:55:00:516,728.77,-98,-2
14:55:00:875,729.28,-99,-1
14:55:01:219,729.77,-96,0
14:55:01:563,730.26,-99,-5
14:55:01:922,730.78,-99,-3
14:55:02:278,731.28,-96,1
14:55:02:622,731.78,-98,-2
14:55:02:966,732.27,-97,-1
14:55:03:325,732.78,-96,1
14:55:03:669,733.27,-98,0
14:55:04:028,733.78,-101,-11
14:55:04:372,734.27,-98,-1
14:55:04:716,734.76,-99,-6
14:55:05:075,735.28,-100,-11
14:55:05:419,735.77,-98,0
14:55:05:778,736.28,-99,-1
14:55:06:122,736.77,-99,-9
14:55:06:466,737.26,-98,-2
14:55:06:825,737.77,-99,-2
14:55:07:169,738.27,-98,-2
14:55:07:528,738.78,-97,-1
14:55:07:872,739.27,-100,-3
14:55:08:231,739.75,-97,1
14:55:08:575,740.19,-97,0
14:55:08:919,740.63,-97,1
14:55:09:278,741.09,-95,1
14:55:09:622,741.53,-96,1
14:55:09:981,741.99,-95,2
14:55:10:325,742.43,-93,5
14:55:10:669,742.87,-95,2
14:55:11:028,743.34,-94,2
14:55:11:372,743.78,-96,0
14:55:11:731,744.24,-96,0
14:55:12:075,744.68,-95,2
14:55:12:434,745.14,-96,0
14:55:12:778,745.58,-99,-2
14:55:13:132,746.03,-96,0
14:55:13:475,746.47,-96,0
14:55:13:835,746.94,-100,-4
14:55:14:178,747.38,-99,-2
14:55:14:522,747.82,-100,-5
14:55:14:881,748.28,-96,3
14:55:15:225,748.72,-99,-3
14:55:15:585,749.18,-98,-4
14:55:15:928,749.62,-99,-6
14:55:16:272,750.06,-99,-4
14:55:16:631,750.52,-96,0
14:55:16:975,750.96,-99,-9
14:55:17:335,751.43,-99,-4
14:55:17:678,751.87,-98,-4
14:55:18:038,752.33,-100,-11
14:55:18:381,752.77,-100,-6
14:55:18:725,753.21,-98,0
14:55:19:084,753.65,-97,0
14:55:19:428,753.99,-96,0
14:55:19:788,754.36,-99,0
14:55:20:131,754.71,-96,0
14:55:20:475,755.05,-96,0
14:55:20:834,755.42,-99,-1
14:55:21:178,755.76,-98,-2
14:55:21:537,756.13,-98,-2
14:55:21:881,756.48,-97,0
14:55:22:225,756.82,-98,-3
14:55:22:584,757.19,-99,-2
14:55:22:928,757.54,-98,0
14:55:23:287,757.9,-97,0
14:55:23:631,758.25,-99,-3
14:55:23:990,758.61,-97,0
14:55:24:329,758.95,-99,-7
14:55:25:032,759.66,-99,-9
14:55:25:391,760.03,-101,-11
14:55:25:735,760.38,-100,-13
14:55:26:079,760.72,-100,-4
14:55:26:782,761.43,-99,-3
14:55:27:141,761.8,-99,-6
14:55:27:485,762.15,-98,-4
14:55:27:829,762.49,-100,-6
14:55:28:188,762.86,-100,-4
14:55:28:532,763.21,-100,-14
14:55:28:891,763.57,-99,-5
14:55:29:235,763.92,-98,0
14:55:29:594,764.28,-99,-2
14:55:29:938,764.63,-99,-12
14:55:30:282,765.16,-98,0
14:55:30:641,765.76,-98,-3
14:55:30:985,766.34,-99,-11
14:55:31:344,766.94,-100,-3
14:55:31:688,767.51,-100,-4
14:55:32:735,769.26,-100,-6
14:55:33:782,771.01,-101,-10
14:55:34:135,771.6,-100,-11
14:55:34:494,772.2,-100,-10
14:55:34:838,772.78,-99,-1
14:55:35:197,773.38,-100,-12
14:55:35:541,773.96,-99,-6
14:55:35:885,774.53,-98,0
14:55:36:244,775.13,-97,1
14:55:36:588,775.71,-96,0
14:55:36:947,776.31,-97,1
14:55:37:291,776.88,-99,-7
14:55:37:635,777.46,-101,-7
14:55:37:994,778.06,-100,-13
14:55:38:697,779.23,-100,-14
14:55:39:041,779.81,-99,-1
14:55:39:385,780.38,-97,-1
14:55:39:744,780.98,-99,-5
14:55:40:088,781.56,-98,-3
14:55:40:791,782.73,-98,-4
14:55:41:150,783.32,-99,-1
14:55:41:494,783.85,-97,1
14:55:41:838,784.39,-98,0
14:55:42:197,784.95,-97,0
14:55:42:541,785.49,-97,0
14:55:42:900,786.05,-100,-3
14:55:43:244,786.58,-97,0
14:55:43:588,787.12,-94,5
14:55:43:947,787.68,-94,3
14:55:44:291,788.22,-96,2
14:55:44:650,788.78,-96,0
14:55:44:994,789.32,-100,-4
14:55:45:350,789.87,-99,-6
14:55:45:694,790.41,-98,-2
14:55:46:053,790.97,-97,-1
14:55:46:397,791.51,-97,1
14:55:46:741,792.04,-100,-5
14:55:47:100,792.6,-99,-1
14:55:47:444,793.14,-98,1
14:55:47:802,793.7,-100,-6
14:55:48:145,794.23,-99,-4
14:55:48:489,794.77,-99,-1
14:55:48:849,795.33,-100,-5
14:55:49:552,796.43,-101,-12
14:55:49:895,796.97,-100,-4
14:55:50:255,797.53,-98,-3
14:55:50:598,798.06,-99,-2
14:55:50:942,798.6,-97,-1
14:55:51:302,799.16,-101,-7
14:55:51:645,799.7,-101,-7
14:55:52:005,800.26,-101,-8
14:55:52:348,800.72,-101,-10
14:55:52:692,801.18,-98,-8
14:55:53:051,801.67,-100,-4
14:55:53:395,802.13,-101,-7
14:55:53:755,802.61,-99,-5
14:55:54:098,803.08,-99,-6
14:55:54:801,804.02,-99,-5
14:55:55:856,805.44,-98,-3
14:55:56:202,805.91,-100,-9
14:55:56:557,806.39,-101,-8
14:55:56:902,806.85,-100,-3
14:55:57:258,807.33,-99,-9
14:55:57:609,807.8,-99,-6
14:55:57:953,808.27,-99,-7
14:55:58:296,808.73,-100,-8
14:55:59:000,809.68,-99,-6
14:55:59:359,810.16,-100,-5
14:55:59:703,810.62,-101,-13
14:56:00:046,811.08,-99,-6
14:56:00:406,811.57,-99,-6
14:56:00:749,812.03,-101,-10
14:56:01:109,812.52,-99,-3
14:56:01:453,812.98,-98,-4
14:56:01:812,813.46,-101,-8
14:56:02:156,813.93,-100,-6
14:56:02:499,814.39,-100,-5
14:56:02:859,814.87,-100,-3
14:56:03:212,815.37,-99,-8
14:56:03:549,815.85,-99,-7
14:56:03:908,816.36,-100,-6
14:56:04:252,816.86,-99,-11
14:56:04:611,817.37,-98,-2
14:56:04:955,817.86,-99,-4
14:56:05:299,818.36,-100,-3
14:56:05:658,818.87,-98,-1
14:56:06:002,819.36,-100,-2
14:56:06:710,820.38,-98,-4
14:56:07:053,820.87,-99,-3
14:56:07:412,821.38,-99,-5
14:56:07:756,821.88,-99,-3
14:56:08:116,822.39,-101,-10
14:56:08:459,822.88,-101,-10
14:56:08:803,823.38,-100,-4
14:56:09:162,823.89,-99,-10
14:56:09:506,824.38,-101,-11
14:56:10:209,825.39,-100,-12
14:56:10:553,825.88,-99,-8
14:56:10:912,826.4,-101,-6
14:56:11:256,826.89,-99,-8
14:56:11:615,827.4,-98,-3
14:56:11:959,827.9,-98,-6
14:56:12:303,828.39,-98,-3
14:56:12:662,828.9,-100,-3
14:56:13:006,829.4,-100,-6
14:56:13:365,829.91,-98,-2
14:56:13:709,830.4,-99,-8
14:56:14:069,830.92,-101,-10
14:56:14:412,831.42,-99,-5
14:56:14:756,831.93,-101,-8
14:56:15:115,832.45,-100,-9
14:56:15:459,832.96,-99,-7
14:56:15:818,833.48,-98,-2
14:56:16:162,833.99,-99,-2
14:56:16:506,834.49,-101,-7
14:56:16:865,835.02,-100,-6
14:56:17:218,835.53,-99,-9
14:56:17:906,836.54,-101,-8
14:56:18:265,837.07,-100,-8
14:56:18:609,837.57,-100,-10
14:56:18:968,838.1,-101,-7
14:56:19:312,838.6,-100,-9
14:56:19:671,839.13,-100,-10
14:56:20:015,839.63,-100,-10
14:56:20:359,840.13,-100,-10
14:56:20:718,840.66,-101,-5
14:56:21:062,841.16,-100,-7
14:56:21:765,842.19,-100,-5
14:56:22:109,842.7,-101,-13
14:56:22:468,843.22,-101,-12
14:56:22:812,843.73,-100,-14
14:56:23:171,844.25,-101,-15
14:56:23:515,844.76,-101,-15
14:56:23:874,845.28,-101,-13
14:56:24:218,845.79,-101,-12
14:56:24:562,846.29,-100,-11
14:56:24:921,846.82,-100,-8
14:56:25:265,847.31,-101,-8
14:56:25:624,847.83,-101,-10
14:56:25:968,848.32,-101,-12
14:56:27:024,849.84,-99,-11
14:56:27:368,850.33,-99,-15
14:56:28:071,851.34,-101,-14
14:56:28:774,852.35,-101,-9
14:56:29:118,852.85,-99,-12
14:56:29:477,853.36,-99,-12
14:56:29:821,853.86,-101,-10
14:56:30:165,854.35,-101,-10
14:56:30:524,854.87,-100,-9
14:56:30:875,855.37,-100,-8
14:56:31:215,855.86,-99,-9
14:56:31:574,856.37,-100,-10
14:56:31:918,856.87,-101,-9
14:56:32:277,857.38,-100,-14
14:56:32:965,858.37,-100,-9
14:56:33:324,858.89,-101,-8
14:56:33:668,859.38,-99,-4
14:56:34:027,859.9,-100,-4
14:56:34:371,860.39,-99,-9
14:56:34:730,860.91,-100,-5
14:56:35:074,861.4,-101,-9
14:56:35:418,861.9,-101,-9
14:56:35:777,862.41,-99,-4
14:56:36:121,862.94,-98,-2
14:56:36:480,863.55,-99,0
14:56:36:824,864.13,-99,-8
14:56:37:167,864.71,-99,-1
14:56:37:527,865.32,-101,-9
14:56:37:871,865.9,-101,-11
14:56:38:224,866.5,-99,-7
14:56:38:568,867.09,-100,-7
14:56:38:927,867.69,-99,-11
14:56:39:271,868.28,-100,-12
14:56:39:630,868.89,-99,-9
14:56:39:974,869.47,-101,-12
14:56:40:333,870.08,-101,-10
14:56:40:677,870.66,-100,-4
14:56:41:021,871.24,-100,-6
14:56:41:380,871.85,-99,-8
14:56:41:724,872.44,-101,-11
14:56:42:083,873.04,-100,-15
14:56:43:833,876.01,-100,-14
14:56:44:536,877.2,-100,-16
14:56:46:286,880.17,-101,-14
14:56:52:937,885.16,-99,-16
14:56:53:281,885.38,-101,-9
14:56:53:640,885.61,-99,-9
14:56:53:984,885.82,-101,-11
14:56:54:328,886.04,-101,-7
14:56:54:687,886.27,-99,-8
14:56:55:031,886.49,-99,-7
14:56:55:390,886.72,-99,-9
14:56:56:077,887.16,-99,-8
14:56:56:437,887.39,-99,-7
14:56:56:781,887.6,-99,-9
14:56:57:140,887.83,-99,-8
14:56:57:484,888.05,-99,-8
14:56:57:843,888.28,-100,-7
14:56:58:187,888.41,-100,-7
14:56:58:531,888.47,-99,-10
14:56:58:890,888.52,-101,-8
14:56:59:243,888.58,-99,-12
14:56:59:587,888.64,-101,-12
14:56:59:931,888.69,-101,-13
14:57:00:290,888.75,-101,-13
14:57:00:634,888.81,-101,-12
14:57:00:993,888.86,-101,-11
14:57:01:337,888.92,-101,-8
14:57:01:681,888.98,-101,-10
14:57:02:040,889.03,-100,-3
14:57:02:384,889.09,-100,-11
14:57:02:743,889.15,-99,-9
14:57:03:790,889.32,-101,-10
14:57:04:134,889.37,-100,-16
14:57:07:649,889.94,-101,-16
14:57:08:696,890.11,-101,-8
14:57:09:040,890.16,-99,-10
14:57:09:399,890.15,-99,-12
14:57:09:743,890.13,-101,-12
14:57:10:097,890.12,-101,-15
14:57:10:800,890.09,-101,-13
14:57:11:847,890.05,-100,-17
14:57:12:894,890.02,-100,-15
14:57:13:237,890,-100,-13
14:57:13:597,889.99,-100,-15
14:57:13:940,889.98,-101,-13
14:57:15:003,889.94,-100,-15
14:57:15:347,889.93,-100,-15
14:57:15:690,889.91,-100,-16
14:57:16:050,889.9,-101,-16
14:57:16:393,889.89,-101,-15
14:57:17:800,889.83,-100,-15
14:57:18:143,889.82,-100,-17
14:57:18:503,889.81,-101,-13
14:57:18:846,889.8,-100,-14
14:57:19:190,889.81,-100,-15
14:57:19:550,889.86,-102,-14
14:57:19:893,889.91,-100,-15
14:57:20:253,889.95,-100,-16
14:57:20:596,890,-101,-15
14:57:22:700,890.27,-100,-16
